book_title,book_author,book_translator,book_pub_date,book_isbn
처음 시작하는 AWS 람다,매튜 풀러(Matthew Fuller) ,"문경식, 신원석, 오성근, 조영준 ",2016-09-01,9788968488290
안전한 웹 애플리케이션을 위한 자바스크립트 보안,Y.E 리앙(Y.E Liang) ,박미정 ,2015-11-30,9788968487927
리버스 엔지니어링 1권(파일 구조 편),이호동 ,,2016-09-28,9788968484872
데이터베이스 첫걸음,"미크 , 기무라 메이지 ",박주항 ,2016-10-10,9788968487316
러닝 자바스크립트,이선 브라운 ,한선용 ,2017-07-01,9788968483387
헤드 퍼스트 대수학 Head First Algebra,"댄 필로네 , 트레이시 필로네 ","우정은 , 서환수 ",2016-11-01,9788968484773
오픈소스 도구를 활용한 웹 모의해킹과 침해대응,"석동현 , 김경원 , 양민철 , 조정원 , 박승우 , 김승록 ",,2017-05-30,9788968488511
"(10대를 위한 프로그래밍 노트, 수프) 코딩 클럽 LV4. 파이썬 프로그래밍 아트",크리스 로피 ,유형목 ,2016-09-28,9788968484797
누구나 쉽게 스칼라+플레이,고락윤 ,,2016-11-01,9788968484728
CxO가 알아야 할 정보보안,강은성 ,,2015-01-05,9788968487613
전문가를 위한 C++(개정3판),마크 그레고리 ,권오인 ,2016-11-04,9788968484858
버프스위트 활용과 웹 모의해킹,"조정원 , 김명근 , 조승현 ",,2015-09-24,9788968487705
실무자가 말하는 모의해킹,조정원 ,,2017-09-11,9788968488757
만들면서 배우는 Git+GitHub 입문,윤웅식 ,,2015-08-10,9788968482021
워드프레스 플러그인 취약점 진단과 모의해킹,"조정원 , 유희만 ",,2015-07-10,9788968487699
행복한 프로그래밍(개정판),임백준 ,,2016-11-18,9788968484704
이것이 iOS다,송종근 ,,2016-11-29,9788968484759
만약 헤밍웨이가 자바스크립트로 코딩한다면,앵거스 크롤 ,김나솔 ,2016-11-04,9788968484742
IT 전문가로 사는 법,장동인 ,,2016-11-30,9788968484711
C++로 시작하는 언리얼 4 게임 프로그래밍,윌리엄 쉐리프 ,구진수 ,2016-05-11,9788968488016
"IT CookBook, HTML & CSS for Beginner",황재호 ,,2016-11-10,9791156642794
임백준의 대살개문,임백준 ,,2016-04-28,9788968482748
파이썬을 활용한 금융 분석,이브 힐피시 ,김도형 ,2016-05-18,9788968482779
실전 게임 제작으로 배우는 언리얼 엔진 4,미나토 카즈히사 ,윤인성 ,2016-06-01,9788968482809
프로그래밍 스칼라,"딘 왐플러 , 알렉스 페인 ",오현석 ,2016-06-01,9788968482755
Docker로 PaaS 구성하기,오스카 하네 ,이기곤 ,2016-05-26,9788968488214
알고리즘 문제 풀이 전략,"조중필 , 한현상 , 이주호 ",,2016-06-01,9788968482700
게임 프로그래밍 패턴,로버트 나이스트롬 ,박일 ,2016-06-01,9788968482878
이것이 MySQL이다,우재남 ,,2016-06-10,9788968482793
손으로 익히며 배우는 생활 보안 첫걸음,마스이 토시가츠 ,손정도 ,2017-05-01,9788968482861
개발자를 위한 파이썬,윤웅식 ,,2017-11-01,9791162240205
"화성에서 온 프로그래머, 금성에서 온 기획자",시미즈 료 ,지정우 ,2016-06-22,9788968482786
함수형 사고,닐 포드 ,김재완 ,2016-06-23,9788968482960
안드로이드를 위한 Gradle,유동환 ,,2016-06-16,9788968488245
"IT CookBook, 따라 하면서 배우는 아두이노",허경용 ,,2016-06-10,9791156642596
"SWedu, 컴퓨팅 사고력을 키우는 SW 교육 : 스크래치",고광일 ,,2016-10-10,9791156642756
처음 시작하는 Sass,"김유리 , 방지은 , 양주희 , 정대영 , 홍보라 ",,2016-06-16,9788968488238
팟캐스트 나는 프로그래머다 2탄,"임백준 , 정도현 , 김호광 ",,2016-06-23,9788968482908
누구나 쉽게 배우는 스칼라,고락윤 ,,2016-05-01,9788968488221
C++로 온라인 게임 서버 구축하기 : CGSF를 활용한 게임 서버 제작,박주항 ,,2014-07-10,9788968486708
"IT CookBook, 디지털 콘텐츠 기획",김성은 ,,2016-06-27,9791156642718
이것이 SQL Server다,우재남 ,,2016-06-28,9788968482922
C++로 온라인 게임 서버 구축하기 : CGSF 파헤쳐 보기,박주항 ,,2014-08-25,9788968486760
유니티 개발자를 위한 C#으로 온라인 게임 서버 만들기,이석현 ,,2015-05-07,9788968487484
제대로 알고 쓰는 R 통계분석,이윤환 ,,2016-08-05,9791156642640
유니티 5로 구현하는 안드로이드 게임 개발,발레라 코것 ,최민석 ,2015-12-30,9788968487958
웹킷 CSS 바이블(실무편),"조은 , 정다운 , 민경환 , 김훈민 , 김영호 , 김대현 , 강영주 , 서미연 , 양주희 ",,2015-06-16,9788968487668
코드의 재사용과 높은 수준의 테스팅을 원한다면 : 함수형 길들이기,조슈아 백필드 ,이일웅 ,2015-03-26,9788968487439
웹킷 CSS 바이블: 레퍼런스 편,"정다운 , 조은 , 양주희 , 민경환 , 김훈민 , 김영호 , 김대현 , 강영주 , 서미연 ",,2015-08-25,9788968487675
You Don’t Know JS : 스코프와 클로저,카일 심슨(Kyle Simpson) ,최병현 ,2014-08-29,9788968486333
C++ 개발자를 위한 WIN32 오픈소스 라이브러리 100,박주항 ,,2014-12-30,9788968487279
jQuery Deferreds : 디퍼드 제대로 이해하기,"니콜라스 톨러베이 , 테리 존슨(Terry Jones) ",조건희 ,2014-09-05,9788968487217
"처음 시작하는 NFC 프로그래밍 : 아두이노, 라즈베리 파이에서 개발하기","브라이언 젭슨 , 돈 콜먼 , 톰 이고 ",이희정 ,2015-01-12,9788968487255
처음 시작하는 NFC 프로그래밍 : 안드로이드에서 개발하기,"브라이언 젭슨 , 돈 콜먼 , 톰 이고 ",이희정 ,2014-12-30,9788968487248
RxJava 프로그래밍,"유동환 , 박정준 ",,2017-09-04,9788968488658
URL Shortener 프로젝트로 배우는 Vert.X 프레임워크,김요한 ,,2015-04-10,9788968487446
제대로 알고 쓰는 논문 통계분석 : SPSS & AMOS 21,노경섭 ,,2014-02-07,9791156641001
"IT CookBook, XML 프로그래밍 : 체계적으로 배우는 XML 원리와 응용",홍성용 ,,2015-06-08,9791156641810
리눅스 커널 패치와 커밋,윤대석 ,,2015-04-17,9788968487453
안드로이드 애플리케이션의 성능 개선을 위한 스레드 관리,송무찬 ,,2015-05-14,9788968487477
You Don’t Know JS : 타입과 문법,카일 심슨(Kyle Simpson) ,이일웅 ,2015-05-26,9788968487507
제대로 시작하는 기초 통계학 : Excel 활용,노경섭 ,,2016-06-10,9791156642565
You Don’t Know JS : 비동기와 성능,카일 심슨(Kyle Simpson) ,이일웅 ,2015-12-18,9788968487941
처음 시작하는 임팔라 : SQL로 하둡을 다루는 가장 쉬운 방법,존 러셀 ,양원국 ,2015-04-21,9788968487262
SDL과 C++를 이용한 크로스 플랫폼 프로그래밍,박주항 ,,2015-07-28,9788968487712
개발자를 위한 하룻밤에 읽는 Go 언어 이야기,신제용 ,,2015-11-16,9788968487903
구글 웹로그 분석,미나가와 아키히로 ,김성재 ,2015-12-28,9788968482410
"IT CookBook, 시스템 분석과 설계(개정판) : 효과적인 비즈니스 정보시스템 개발",허원실 ,,2015-12-01,9791156642060
"IT CookBook, 쉽게 배우는 소프트웨어 공학",김치수 ,,2015-12-01,9791156642053
긱 아틀라스: 과학과 기술의 발상지 129곳,존 그레이엄-커밍 ,윤진서 ,2015-07-28,9788968482052
Apache CloudStack : 클라우드 컴퓨팅을 관통하는 클라우드스택의 60가지 제안,세바스찬 고아스구엔 ,최민석 ,2015-09-30,9788968487767
함수형 반응형 프로그래밍,"스티븐 블랙히스 , 앤서니 존스 ",오현석 ,2017-08-01,9788968488665
(2018) 완벽분석! 사회조사분석사 2급 필기,"노경섭 , 김성일 , 김기만 ",,2018-02-28,9791156643852
FFmpeg 라이브러리 : 코덱과 영상 변환을 중심으로,이기곤 ,,2015-08-13,9788968487729
"IT CookBook, 차세대 웹 프로그래밍",홍성용 ,,2017-07-30,9791156643302
(2018) 완벽분석! 사회조사분석사 2급 실기,"노경섭 , 김성일 , 김기만 ",,2018-04-26,9791156643890
You Don't Know JS : this와 객체 프로토타입,카일 심슨(Kyle Simpson) ,이일웅 ,2015-08-27,9788968487743
"IT CookBook, C# 프로그래밍 : 프로그래밍 기초부터 객체 지향 핵심까지",윤인성 ,,2015-12-01,9791156642046
"You Don’t Know JS : 타입과 문법, 스코프와 클로저",카일 심슨 ,"이일웅 , 최병현 ",2017-07-01,9788968488528
"IT CookBook, Android Studio를 활용한 안드로이드 프로그래밍(증보판)","우재남 , 박길식 ",,2016-01-03,9791156642480
핀테크 세상을 열다 : 30편의 카툰으로 만나는 핀테크 이야기,"김동우 , 김진영(로아컨설팅) ",,2015-12-05,9788968482458
"You Don’t Know JS : this와 객체 프로토타입, 비동기와 성능",카일 심슨 ,이일웅 ,2017-07-26,9788968488535
실무자를 위한 C++ AMP 핵심 노트,기창서 ,,2016-01-22,9788968487972
엔터프라이즈 빌드 자동화를 위한 Gradle,윤석진 ,,2015-06-19,9788968487651
KT ucloud biz를 활용한 서비스별 클라우드 구축 가이드,"김인정 , 김경화 ",,2015-06-30,9788968487682
앱 인벤터 2 : 구글과 MIT 앱 인벤터 개발팀이 안내하는 안드로이드 프로그래밍,"David Wolber , Hal Abelson , Ellen Spertus , Liz Looney ","오일석 , 이진선 ",2015-07-20,9791156641865
"IT CookBook, 전자상거래와 e-비즈니스(개정3판)",이동훈 ,,2015-12-28,9791156642435
Thinking About : CPU 최적화 프로그래밍 노트(심화편),김안석 ,,2014-06-30,9788968486678
"IT CookBook, 빅데이터 컴퓨팅 기술","박두순 , 문양세 , 박영호 , 윤찬현 , 정영식 , 장형석 ",,2014-06-24,9791156641148
타이젠으로 웨어러블 앱 개발하기,서영진 ,,2015-06-26,9788968487644
"IT CookBook, UML 입문 : 친근한 소재로 배우는 객체지향설계","한정수 , 김귀정 , 송영재 ",,2014-07-22,9791156641247
Thinking About : CPU 최적화 프로그래밍 노트(명령어 정리편),김안석 ,,2014-06-30,9788968486685
Nature of Code: 자연계 법칙을 디지털 세계로 옮기는 컴퓨터 프로그래밍 전략,다니엘 쉬프만 ,윤인성 ,2015-04-27,9788968481901
자바스크립트로 시작하는 Vert.x,김대희 ,,2014-07-24,9788968486722
Thinking About : CPU 최적화 프로그래밍 노트(기초편),김안석 ,,2014-06-30,9788968486661
뇌를 자극하는 C# 4.0 프로그래밍,박상현 ,,2011-08-23,9788979148510
JavaScript Promise,azu ,주우영 ,2015-01-28,9788968487293
"IT CookBook, Eclipse를 활용한 안드로이드 프로그래밍","우재남 , 이복기 ",,2015-01-28,9791156641711
"손에 잡히는 R 프로그래밍 : 주사위, 카드놀이, 슬롯머신을 만들면서 배우는 R 언어",가렛 그롤먼드 ,이준용 ,2015-01-28,9788968481642
정보보안 기사 & 산업기사 (필기),"윤대원 , 박인근 ",,2015-02-11,9791156641735
모바일/웹 메시징: STOMP와 MQTT로 개발하는 IoT 모바일/웹 애플리케이션,제프 메스닐(Jeff Mesnil) ,조건희 ,2015-02-27,9788968487415
로그를 사랑해 : 데이터 처리/통합/시스템 구축을 위한 로그,제이 크렙스 ,이일웅 ,2015-01-30,9788968487309
자바 개발자를 위한 Vert.x 애플리케이션 개발,이연복 ,,2015-02-05,9788968487286
"IT CookBook, 전자상거래와 e-비즈니스(개정판)",이동훈 ,,2014-07-28,9791156641230
지금 당장 재테크 공부하라,이동훈 ,,2013-06-28,9788994120584
4차 산업혁명 시대의 경영정보시스템,이동훈 ,,2017-08-08,9791156643319
Head First C# : 상상을 초월하는 객체지향 C# 학습법(개정3판),"앤드류 스텔만 , 제니퍼 그린 ",최길우 ,2015-02-27,9788968481659
처음 시작하는 인텔 갈릴레오,매트 리처드슨 ,이호민 ,2014-10-28,9788968481314
Apache JMeter : 오픈소스로 대용량 웹 성능 테스트하기,장재만 ,,2015-01-16,9788968487231
자바 8 람다 : 자바 개발자를 위한 함수형 프로그래밍,리처드 워버튼 ,이희정 ,2014-09-30,9788968486739
뇌를 자극하는 파이썬 3,박상현 ,,2016-02-05,9788968482359
"IT CookBook, GOOD JAVA : 프로그래밍을 시작하는 사람들을 위한",우재남 ,,2016-02-16,9791156642442
스크래치를 활용한 문제해결능력 향상,김종훈 ,,2016-02-19,9788968482625
개발자를 위한 오라클 SQL 튜닝,이경오 ,,2016-02-16,9788968487996
클라우드 시스템을 관리하는 기술,"토머스 리몬첼리 , 스트래터 체일럽 , 크리스티나 호건 ",류광 ,2016-02-25,9788968482618
뇌를 자극하는 Windows Server 2012 R2,우재남 ,,2016-02-05,9788968482366
"IT CookBook, 윈도우 서버 2012 R2 : 설치, 운영, 관리+실무 팁","남훈식 , 최영락 ",,2016-02-25,9791156642497
처음 시작하는 Apache Mesos : 확장 가능하고 안정적인 클러스터 환경 구축하기,최규동 ,,2016-03-15,9788968487989
디스커버리 Go 언어,염재현 ,,2016-03-07,9788968482687
IT 인문을 만나다 : 역사와 고전으로 엿보는 19가지 IT 키워드,이범석 ,,2016-03-31,9788968488023
비전공자를 위한 자바 프로그래밍,강희은 ,,2016-02-26,9788968488009
소프트웨어 세계화: 세계에서 통하는 소프트웨어를 만드는 방법 A to Z,박미라(Mira Park) ,,2016-03-28,9788968482663
헬로 데이터 과학 : 삶과 업무를 바꾸는 생활 데이터 활용법,김진영 ,,2016-02-23,9788968482656
데이터 분석을 통한 네트워크 보안 : IoT 시대에 맞는 상황 인식형 보안 구축하기,마이클 콜린스 ,문성건 ,2016-03-28,9788968482588
네트워크 보안 시스템 구축과 보안 관제 : 보안 관제편,장상근 ,,2016-04-15,9788968488047
엔트리 : 창의력과 문제해결능력 향상을 위한 첫걸음,"최현종 , 이상열 , 박지현 , 이현아 ",,2016-03-17,9788968482649
정보교과교육론(증보판) : 소프트웨어 교육을 위한 필수 지침서,"이태욱 , 최현종 ",,2016-03-03,9791156642510
비주얼 컴플렉시티,마누엘 리마 ,장형석 ,2016-04-01,9788968482717
코딩의 기술 : C와 C++ 게임 코드로 알아보는,오즈 모리하루 ,윤인성 ,2016-03-28,9788968482694
러닝 텐서플로,"톰 호프 , 예헤즈켈 레셰프 , 이타이 리더 ",박상은 ,2018-05-04,9791162240687
C#과 데이터베이스로 누구나 쉽게 주식 자동매매 시스템 만들기,이경오 ,,2017-02-24,9788968488467
Java 9 모듈 프로그래밍,코시크 코타갈 ,유동환 ,2018-05-01,9791162240403
자바로 배우는 핵심 자료구조와 알고리즘,앨런 B. 다우니 ,유동환 ,2018-06-01,9791162240847
처음 배우는 블록체인,"가사키 나가토 , 시노하라 와타루 ",이중민 ,2018-06-01,9791162240830
파이썬을 활용한 금융공학 레시피,김용환 ,,2018-06-01,9791162240823
만들면서 배우는 워드프레스,박현우 ,,2017-03-10,9788968483448
인공지능 콘텐츠 혁명,고찬수 ,,2018-06-01,9791162240786
파이썬으로 웹 크롤러 만들기,라이언 미첼 ,한선용 ,2016-12-01,9788968484698
처음부터 다시 배우는 서비스 디자인 씽킹,배성환 ,,2017-06-01,9788968487880
처음 배우는 인공지능,다다 사토시 ,송교석 ,2017-06-01,9788968483318
마인크래프트 슈퍼 건축 레시피,"히류 , 이마이 산타로 ",곰다비 ,2017-06-05,9788968483325
앵귤러 첫걸음,조우진 ,,2017-06-01,9788968486807
만들면서 배우는 유니티 VR 게임 개발,"김광일 , 김도윤 ",,2017-11-10,9791162240199
IT 트렌드 스페셜 리포트 2018,"김석기 , 김승열 , 정도희 ",,2017-11-10,9791162240229
이펙티브 C#(3판),빌 와그너 ,김명신 ,2017-11-06,9791162240038
고대유적지 여신상의 보석을 되찾아라,"유경선 , 김미선(그림) ",,2017-12-15,9788968488733
데이터 분석을 위한 SQL 레시피,"가사키 나가토 , 다미야 나오토 ",윤인성 ,2018-04-01,9791162240601
그레이들 레시피,켄 커즌 ,유동환 ,2016-12-09,9788968487095
만들면서 배우는 워드프레스(개정판),박현우 ,,2018-07-25,9791162240946
"코딩셰프의 3분 딥러닝, 케라스맛",김성진(코딩셰프) ,,2018-01-01,9791162240397
"SWedu, 파이선으로 쉽게 배우는 프로그래밍 입문",조인석 ,,2017-12-21,9791156643777
자바스크립트 프로젝트북,권대용 ,,2017-08-01,9788968483400
인프라 엔지니어링 첫걸음,"데라오 에사쿠 , 나카무라 도모나리 , 하타노 아이 , 요코타 마사토시 , JPCERT CC ",윤인성 ,2017-08-01,9788968488672
햄버거 성의 셰프봇을 작동시켜라!,"유경선 , (그림) 김미선 ",,2017-09-01,9788968488702
달인과 함께 하는 마인크래프트 세계 건축 여행: 유럽과 아메리카,"히류 , 돈보코 , 하야시 ",곰다비 ,2018-05-01,9791162240663
달인과 함께 하는 마인크래프트 세계 건축 여행 : 아시아와 아프리카,"히류 , 돈보코 , 하야시 ",곰다비 ,2018-05-01,9791162240670
웹 데이터 수집의 기술,타쿠로 사사키 ,김경록 ,2017-08-15,9788968489990
아파치 스파크 입문,"사루타 고스케 , 도바시 마사루 , 요시다 고요 , 사사키 도루 , 쓰즈키 마사요시 ",김진용 ,2017-09-01,9788968488696
처음 배우는 머신러닝,"김승연 , 정용주 ",,2017-10-01,9791162240045
실전 AWS 워크북,가와카미 아키히사 ,정도현 ,2017-09-01,9788968488726
놀이동산의 슈퍼컴퓨터를 작동시켜라,"유경선 , (그림) 김미선 ",,2017-10-01,9788968488764
손으로 익히며 배우는 네트워크 첫걸음,Gene ,진솔 ,2017-09-01,9788968488719
파이썬 데이터 분석 입문,클린턴 브라운리 ,"한창진 , 이병욱 ",2017-10-25,9791162240144
골빈해커의 3분 딥러닝,김진중(골빈해커) ,,2017-09-25,9791162240137
강화학습 첫걸음,아서 줄리아니 ,송교석 ,2017-12-22,9791162240298
"SWedu, 비트브릭","김경하 , 박승미 , 최선경 , 이민아 , 김진선 , 강병수 , 이신영 ",,2017-10-22,9791156643395
파이썬 라이브러리를 활용한 머신러닝,"안드레아스 뮐러 , 세라 가이도 ",박해선 ,2017-07-01,9788968483394
실무에서 바로 통하는 자바,"다케다 하루키 , 와타나베 유지 , 사토 다이치 , 다다 다케아키 , 가미카와 노부히코 ",김성훈 ,2017-07-01,9788968488627
처음 만나는 Vulkan,파르민더 싱 ,이환용 ,2017-11-01,9791162240151
Node.js 6.x 블루프린트,페르난두 몬테이루 ,"맹기완 , 임보은 ",2017-07-03,9788968487576
오라클 레벨업,"스즈키 겐고 , 다마오키 다케히로 , 시오바라 고타 , 고바야시 오사무 , 오모리 신지 , 우치무라 도모아키 ","윤인성 , 조은옥 ",2016-12-15,9788968484681
테트리스 이펙트,댄 애커먼 ,권혜정 ,2018-01-11,9791162240366
딥러닝 첫걸음,김성필 ,,2016-12-30,9788968487323
최대 성능을 위한 유니티 5 게임 프로그래밍 최적화,크리스 디킨슨 ,"유건곤 , 최종우 ",2017-06-30,9788968488504
만들면서 배우는 스파인 2D 게임 애니메이션,이동연 ,,2017-02-01,9788968484629
밑바닥부터 시작하는 딥러닝,사이토 고키 ,개앞맵시(이복연) ,2017-01-03,9788968484636
"IT CookBook, Android Studio를 활용한 안드로이드 프로그래밍(개정판)","우재남 , 박길식 ",,2017-02-01,9791156643128
러스트 핵심 노트,이보 발바르트 ,옥찬호 ,2017-02-14,9788968488429
The Nature of Software Development,론 제프리스 ,이기곤 ,2016-12-31,9788968484650
이것이 우분투 리눅스다,우재남 ,,2017-02-01,9788968484612
러닝 PHP,데이비드 스클라 ,정병열 ,2017-04-01,9788968483486
신경망 첫걸음,타리크 라시드 ,송교석 ,2017-04-03,9788968483509
직접 설계하고 개발하는 IoT 백신(초급),이창우 ,,2017-04-07,9788968487361
객체지향 소프트웨어 공학,최은만 ,,2017-04-10,9791156643197
아마존 웹 서비스 인 액션,"안드레아스 비티히, 미하엘 비티히 ",모파상(백영상) ,2017-05-01,9788968483585
"가상현실 이론부터 모바일, PC, 웹 개발까지 VR 첫걸음",토니 파리시 ,안명욱 ,2017-04-07,9788968488481
코드로 인프라 관리하기,키프 모리스 ,강재준 ,2017-03-01,9788968483431
이펙티브 디버깅,디오미디스 스피넬리스 ,남기혁 ,2017-05-20,9788968487781
비즈니스 블록체인,윌리엄 무가야 ,"박지훈 , 류희원 ",2017-05-02,9788968483592
아무것도 모르고 시작하는 인공지능 첫걸음,히가시나카 류이치로 ,진솔 ,2018-06-01,9791162240809
머신러닝 실무 프로젝트,"아리가 미치아키(有賀 康顕) , 나카야마 신타(中山 心太) , 니시바야시 다카시(西林 孝) ",심효섭 ,2018-06-05,9791162240816
엔지니어를 위한 블록체인 프로그래밍,다고모리 데루히로 ,심효섭 ,2018-06-01,9791162240694
Hello Coding 한입에 쏙 파이썬,"김왼손 , 김태간 ",,2018-06-20,9791162240854
고객이 보이는 구글 애널리틱스,문준영 ,,2018-06-15,9791162240878
이것이 C#이다,박상현 ,,2018-07-01,9791162240861
그것이 R고 싶다,양중기 ,,2018-07-09,9791162240885
우아한 사이파이,"스테판 판데르발트 , 해리엇 대시나우 ",최길우 ,2018-06-01,9791162240748
처음 배우는 암호화,장필리프 오마송 ,류광 ,2018-07-20,9791162240977
함수형 자바스크립트,루이스 아텐시오 ,이일웅 ,2018-02-01,9791162240427
이것이 우분투 리눅스다,우재남 ,,2017-02-01,9788968484612
러닝 HTTP/2,"스티븐 루딘 , 하비에르 가르사 ",강재준 ,2018-01-22,9791162240434
쉽고 빠르게 합격하는 COS 2급,이연란 ,,2018-02-12,9791156643692
Head First Android Development : 개념과 구조를 머릿속에 그려주는 안드로이드 개발 입문서(개정판),"돈 그리피스 , 데이비드 그리피스 ",우정은 ,2018-07-15,9791162240953
나의 첫 안드로이드 : 처음 시작하는 개발자를 위한,한동호 ,,2018-07-16,9791162240960
"SWedu, 앱 인벤터",이종원 ,,2018-06-04,9791156643968
처음 배우는 데이터 과학,필드 케이디 ,최근우 ,2018-02-19,9791162240472
러닝 리액트,"알렉스 뱅크스 , 이브 포셀로 ",오현석 ,2018-02-13,9791162240373
딥러닝의 정석,니킬 부두마 ,"고광원 , 금경목 ",2018-02-26,9791162240519
자바 프로젝트 필수 유틸리티,"쇼다 츠야노 , 전민수 ",배효진 ,2018-05-01,9791162240700
Vue.js 첫걸음,이지호 ,,2018-04-02,9791162240618
NDC ART BOOK 2017,2017년 넥슨 개발자 콘퍼런스 아트 전시회 참여 작가 ,,2017-04-28,9788968483516
처음 배우는 딥러닝 수학,"와쿠이 요시유키 , 와쿠이 사다미 ",,2018-02-01,9791162240441
Make: 액션,사이먼 몽크 ,임지순 ,2016-12-06,9788968484674
아두이노 101,서영배 ,,2016-10-15,9788968484780
처음 시작하는 드론,"테리 킬비 , 베린다 킬비 ","이하영 , 감수자_김용현 ",2016-10-01,9788968484841
전자부품 백과사전 vol.3,"찰스 플랫 , 프레드릭 얀슨 ","배지은 , 이하영 ",2017-05-01,9788968483493
"피, 땀, 픽셀 : 트리플 A 게임은 어떻게 만들어지는가",제이슨 슈라이어 ,권혜정 ,2018-08-03,9791162241028
3D 프린팅을 위한 스케치업,리디아 클라인 ,민혜기 ,2017-05-01,9788968483578
2D 벡터 그래픽스 API 표준 OpenVG 프로그래밍(3판),이환용 ,,2018-04-25,9791162249680
Make: 드론,데이비드 맥그리피 ,"임지순 , 감수자_ 팹브로스 제작소 김용현, 정성일 ",2017-08-01,9788968488641
핸즈온 머신러닝,오렐리앙 제롱(Aurélien Géron) ,박해선 ,2018-04-27,9791162240731
움직이는 사물의 비밀: DIY를 위한 기계와 메커니즘의 기초,더스틴 로버츠 ,"랜덤웍스 , 윤진서(공역) ",2012-12-23,9788979149869
3D 프린터 101,"안상준 , 정재학 ",,2017-03-02,9788968483424
